thai,burmese,count,status,category
ผมดูซีรีส์เรื่องนี้จบแล้ว,ဒီစီးရီးကို ကျွန်တော် ကြည့်ပြီးပြီ,500,Ready,Leisure
ฉันต้องการซื้อโทรศัพท์ใหม่,ကျွန်တော် ဖုန်းအသစ်တစ်လုံး ဝယ်ချင်တယ်,0,Queue,Technology
ฉันต้องการใบอนุญาตทำงาน,ကျွန်တော် အလုပ်လုပ်ခွင့်ပါမစ် လိုချင်တယ်,0,Queue,Immigration
ฉันต้องทำวีซ่าเมื่อไหร่,ဘယ်အချိန်မှာ ဗီဇာ လျှောက်ရမလဲ,0,Queue,Immigration
ฉันต้องทำอะไรเพื่อต่ออายุวีซ่า,ဗီဇာသက်တမ်းတိုးဖို့ ဘာလုပ်ရမလဲ,0,Queue,Immigration
ฉันลืมรหัสผ่าน,စကားဝှက်ကို မေ့သွားပြီ,0,Queue,Technology
ฉันอยู่ที่นี่อย่างถูกกฎหมาย,ကျွန်တော် ဒီမှာ ဥပဒေနဲ့အညီ နေထိုင်သည်,0,Queue,Immigration
ฉันอายุน้อยกว่าคุณ,ဟ,1000,Queue,General
ฉันอายุมากกว่าคุณ,ဟ,1000,Queue,General
ฉันใช้โทรศัพท์เพื่อทำงาน,အလုပ်လုပ်ဖို့ ဖုန်းကို သုံးတယ်,0,Queue,Technology
ฉันไปดูการแข่งขัน,ကျွန်တော် ပြိုင်ပွဲကို သွားကြည့်တယ်,55,Queue,Sport
ฉันไม่เคยพูดความในใจที่มีกับเธอเลยสักครั้ง,ကိုယ့်ခံစားချက်တွေ မင်းကိုတခါမှမပြောဖူးဘူး,1000,Queue,Song
ช ช้าง,ဆင်,8100,Ready,Consonant
ชนะ,အနိုင်ရရှိသည်,500,Ready,Sport
ชมพู่,ရုပ်သံတင်ဆက်သူ၊ သရုပ်ဆောင်၊ မော်ဒယ် ချွမ်ဖု,800,Queue,Person
ชอบสีอะไร,ဘာအရောင်ကြိုက်လဲ,4000,Ready,Color
ชะนี,မျောက်လွှဲကျော်,1500,Queue,Animal
ชั่วโมง,နာရီီ(ကြာ),500,Ready,Time
ชาดำ,လက်ဖက်ရည်ကြမ်း,1000,Ready,Food
ชาดี,လက်ဖက်ရည်ကောင်းတယ်,500,Ready,Food
ชาม,ပန်းကန်လုံး,4000,Ready,Food
ชายแดน,နယ်စပ်,0,Queue,Immigration
ชาร์จแบตเตอรี่,ဘက်ထရီအားသွင်း,0,Queue,Technology
ชาวจีน,တရုတ်လူမျိုး,6000,Ready,People
ชาวบ้าน,အရပ်သား,1000,Queue,Social
ชิ้น,ပစ္စည်း,1000,Queue,Object
ชิ้น,အပိုင်းအစ,500,Ready,General
ชื่อ,နာမည်,5000,Ready,Greeting
ชื่อผมครับ,ကျနော့်နာမည်က ပီတာပါ,500,Ready,Introduction
ชูใจ,အားတင်းသည်,2500,Queue,Emotion
ช่วยหาหน่อย,ကူရှာပေးဦး,11000,Ready,General
ช่วยเล่าให้ฟัง,တဆိတ်လောက် ကျနော့်ကိုပြောပါ,2000,Queue,General
ช่างไม้,လက်သမား,800,Queue,Job
ช้อนและส้อม,ဇွန်းနဲ့ ခက်ရင်း,6100,Ready,Food
ช้อปปิ้ง,ဈေးဝယ်သည်,0,Queue,Leisure
ช้างคลาน,ချန်းခလန်,1500,Ready,Place
ช้างม่อย,ချန်းမွိုင်,1500,Ready,Place
ช้างเผือก,ချန်ဖုခ်,1500,Ready,Place
ช้าหรือเร็ว,အနှေး သို့ အမြန်,8000,Queue,Adjective
ซ โซ่,သံကြိုး,9100,Ready,Consonant
ซอฟต์แวร์,ဆော့ဖ်ဝဲ,10,Ready,Technology
ซอย,ဘလောက် သို့ လမ်းကြား,300,Ready,Driving
ซอส,ဆော့,5500,Ready,Food
ซักเสื้อผ้า,အဝတ်လျှော်သည်,3000,Ready,Daily
ซาลาเปา,ပေါက်စီ,1300,Ready,Food
ซื้อและขาย,ဝယ်နဲ့ရောင်း,8500,Ready,Verb
ซุปกระดูกหมู,ဝက်ရိုးပြုတ်,500,Queue,Food
ซ้ายหรือขวา,ဘယ်် သို့ ညာ,400,Ready,Direction
ซ้ำ,တဖန်,400,Ready,General
ฌ เฌอ,သစ်ပင်,9600,Ready,Consonant
ญ หญิง,မိန်းကလေး,8100,Ready,Consonant
ญาติ,ဆွေမျိုး,2500,Queue,Family
ญี่ปุ่น,ဂျပန်,3000,Ready,Country
ฎ ชฎา,နတ်သမီးခေါင်းဆောင်း,8100,Ready,Consonant
ฏ ปฏัก,လှံ,9600,Ready,Consonant
ฐ ฐาน,ပုလ္လင်ခံ,13200,Ready,Consonant
ฑ มณโฑ,နတ်သမီး,9600,Ready,Consonant
ฒ ผู้เฒ่า,အဘိုးအို,9100,Ready,Consonant
ณ เณร,ကိုရင်,11800,Ready,Consonant
ด เด็ก,ကလေး,9760,Ready,Consonant
ดอกกุหลาบสวยกว่าเบญจมาศ,နှင်းဆီများသည် ဂန္ဓမာပန်းများထက် ပိုလှသည်။,1000,Ready,Nature
ดอกทานตะวัน,နေကြာပန်း,4500,Queue,Flower
ดอกบัว,ကြာပန်း,500,Queue,Flower
ดอกมะลิ,စံပယ်ပန်း,1000,Ready,Nature
ดอกสาละลังกา,အင်ကြင်းပန်း,500,Queue,Nature
ดอกเบญจมาศ,ဂန္ဓမာ,1000,Queue,Nature
ดอกเฟื่องฟ้า,စက္ကူပန်း,1000,Queue,Nature
ดอยอินทนนท์สูงกว่าดอยสุเทพ,ဒွယ်အင်ထနွန် က ဒွယ်ဆုထေ့ထက်မြင့်တယ်။,500,Ready,Place
ดังหรือเงียบ,အကျယ် သို့ အတိုး,4000,Queue,Adjective
ดั่งบนสวรรค์เปิดทาง,ကောင််းကင်က ကိုယ့်ခံစားချက်တွေကို လမ်းဖွင့်ပေးနေသလိုပဲ,1000,Queue,Sound
ดาวน์โหลด,ဒေါင်းလုဒ်လုပ်သည်,0,Queue,Technology
ดาวิกาโฮร์เน่,သရုပ်ဆောင်၊ မော်ဒယ် ဒါဝိကာ ဟိုနဲ,300,Ready,Person
ดีคับ,ကောင်းတယ်။,5000,Ready,Greeting
ดีมาก,သိပ်ကောင်းတယ်။,6000,Ready,Greeting
ดีใจ,ပျော်ရွှင်သည်,2000,Queue,Emotion
ดื่มน้ำผลไม้เมื่อบ่าย,နေ့ခင်းဘက် သစ်သီးဖျော်ရည်သောက်တယ်။,800,Ready,Food
ดูกาชา,ရေနွေအိုးကိုကြည့်တယ်,1200,Queue,School
ดูซีรีส์,စီးရီးကြည့်သည်,0,Queue,Leisure
ดูหนัง,ရုပ်ရှင်ကြည့်သည်,0,Queue,Leisure
ดูเขาทํานา,သူ့လယ်ကိုစစ်,600,Queue,Daily
ดูแลตัวเองดีๆ นะ,ဂရုစိုက်ပါ။,14100,Ready,Greeting
ดูใจ,(အတွင်း)စိတ်ကိုကြည့်,505,Ready,Education
ด่วน,သတိ,500,Ready,General
ด่านตรวจ,စစ်ဆေးရေးဂိတ်,3500,Ready,Place
ด้วยไทยล้วนหมายรักสามัคคี,ထိုင်းလူမျိုးတို့ရဲ့မျိုးချစ်စိတ်နဲ့ စည်းလုံးညီညွတ်ခြင်းဖြင့်,100,Ready,Song
ด้านบนหรือด้านล่าง,အပေါ် သို့ အောက်မှာ,2500,Queue,Direction
ด้านหน้าหรือด้านหลัง,ရှေ့ သို့ နောက်မှာ,1000,Queue,Direction
ต เต่า,လိပ်,10760,Ready,Consonant
ตรง,နာရီ အတိ,400,Ready,Time
ตรงเวลา,အချိန်မှန်,200,Ready,Time
ตรงไป,တည့်တည့်သွား,400,Ready,Direction
ตระกูล,မိသားစု,3000,Queue,Family
ตลาดกาดหน้ามอ,ကျောင်းသားညဈေး,500,Ready,Place
ตอนกลางคืน,ညဖက်,500,Queue,Time
ตอนกลางคืนตอน2ทุ่มครับ,ည ၈ နာရီမှာပါ,600,Queue,Time
ตอนกลางคืนล่ะครับ,ညဖက်မှာ,600,Queue,General
ตอนกลางวัน,နေ့ဖက်,500,Queue,Time
ตอนนี้,အခု,2500,Queue,Time
ตอนนี้ผมกำลัง,အခုကျနော်(လုပ်)နေတယ်,1700,Queue,General
ตอนนี้รถติดมาก,အခု ကားအရမ်းပိတ်တယ်။,500,Queue,General
ตอนนี้เมืองไทยเป็นฤดูอะไรครับ,အခု ထိုင်းမှာ ဘယ်ရာသီလဲ။,600,Queue,Weather
ตอนบ่าย,နေ့လည်ပိုင်း,5500,Ready,Time
ตอนบ่ายจอห์นและแอนน์ทำการบ้าน,နေ့လည််ပိုင်းမှာ ဂျွန်နဲ့အန်းတို့ အိမ်စာလုပ်ကြတယ်,800,Queue,School
ตอนบ่ายมีเรียนไหมครับ,နေ့လည် အတန်းရှိလား,600,Queue,School
ตอนบ่ายล่ะครับ,ဒီနေ့လည်ကော ဘယ်လိုလဲ။,110,Ready,General
ตอนบ่ายโมงจะไปตลาดซื้อผลไม้,နေ့လည် ၁ နာရီမှာ အသီးသွားဝယ်မယ်။,600,Queue,General
ตอนสาย,နေမြင့်,500,Queue,Time
ตอนเช้า,မနက်ပိုင်း,5000,Ready,Time
ตอนเย็น,ညနေ,8500,Ready,Time
ตอนเย็นกลับบ้านและทำการบ้านครับ,ညနေ အိမ်ပြန်ပြီး အိမ်စာလုပ်ပါ။,600,Queue,General
ตอนเย็นมันก็แจ่ม,ညနေပိုင်း နေသာတယ်,1500,Queue,Weather
ตอนเย็นล่ะคุณทำอะไรครับ,ညနေ ဘာလာလုပ်တာလဲ။,600,Queue,General
ตอนเย็นเขาสองคนไปเที่ยวตลาด,ညနေမှာ နှစ်ယောက်သား ဈေးသွားကြတယ်,600,Queue,General
ตะวันออกและตะวันตก,အရှေ့နဲ့ အနောက်,1700,Queue,Direction
ตะหลิว,ယောက်မ,6300,Ready,Food
ตะเกียบ,တူ,4500,Ready,Food
ตะไบ,တံစည်း,2000,Queue,Object
ตัก,နှစ်သည်,500,Queue,Action
ตัวร้อน,ကိုယ်ပူသည်,100,Ready,Health
ตัวอย่าง,နမူနာ,500,Queue,General
ตั้งแต่7:00น,၇ နာရီစပြီး,500,Ready,Time
ตาดํา,မျက်လုံးနက်,500,Ready,School
ตาปู,ဂဏန်းမျက်လုံး/ အချွန်,500,Ready,School
ตาย,သေဆုံးသည်,1800,Queue,General
ตายแล้ว,သေပါပြီ,600,Queue,Exclamation
ตาสีดํา,မျက်လုံးနက်,500,Ready,School
ตาและยาย,အဘိုးနဲ့ အဖွား (အမေဘက်),1000,Queue,Family
ตำบล,မြို့နယ်,2300,Ready,Place
ตำรวจ,ရဲ,15,Ready,Job
ตำรา,ကျောင်းသုံးစာအုပ်,1000,Queue,Education
ตี1เช้า,tee neung chao,1400,Ready,Time
ตี2เช้า,မနက်2နာရီ,1400,Ready,Time
ตี3เช้า,မနက်3နာရီ,1400,Ready,Time
ตี4เช้า,မနက်4နာရီ,1400,Ready,Time
ตี5เช้า,မနက်5နာရီ,1400,Ready,Time
ตีตาปู,ဂဏန်းရဲ့မျက်လုံးကို ပုတ်တယ်/ သံရိုက်တယ်,500,Ready,School
ตีและขีด,ရိုက်ပြီး ခြစ်တယ်။,1500,Queue,Action
ตื่นนอน,အိပ်ရာထသည်,1500,Queue,General
ตื่นนอนแล้วก็มาเรียนหนังสือ,အိပ််ရာထပြီး စာသွားသင်တယ်,600,Queue,General
ตุลาคม,အောက်တိုဘာ,6400,Queue,Calendar
ตุลาคม,အောက်တိုဘာလ,110,Ready,Time
ตู้เย็น,ရေခဲသေတ္တာ,6300,Ready,House
ตู้เสื้อผ้า,ဗီဒို,3800,Queue,Object
ต่อวีซ่า,ဗီဇာသက်တမ်းတိုးဖို့,500,Queue,Daily
ต่ออายุ,သက်တမ်းတိုးသည်,0,Queue,Immigration
ต่อไป,နောက်,400,Ready,Time
ต่างหู,နားဆွဲ,1000,Queue,Clothing
ต้นกล้วย,ငှက်ပျောပင်,500,Ready,Plant
ต้นจามจุรียักษ์,ကုက္ကိုယ်ပင်,1000,Ready,Plant
ต้นสน,ထင်းရှူးပင်,1000,Queue,Plant
ต้ม,ပြုတ်သည်,500,Ready,Food
ต้มขม,အမဲကလီစာဟင်းခါး,2200,Ready,Food
ต้มข่าไก่,ကြက်အုန်းနို့ဟင်း,1500,Ready,Food
ต้มยำกุ้ง,တုံယမ်းဟင်းရည်,500,Ready,Food
ต้มแซ่บเนื้อ,အမဲစွပ်ပြုတ်ချဉ်စပ်,10,Ready,Food
ต้อง,လုပ်ရမယ်,500,Queue,General
ต้องการ,လိုအပ်သည်,2000,Queue,General
ต้องการผ้าห่ม,စောင်တထည်လိုတယ်,1500,Queue,Daily
ต้องกินให้หมด,ကုန်အောင်စားရမယ်။,4000,Ready,Daily
ต้องมา,လာရမယ်,7800,Ready,Obligation
ต้องหาให้เจอ,တွေ့အောင်ရှာရမယ်။,4500,Ready,Daily
ต้องไปแล้ว,သွားစရာရှိတယ်။,8500,Ready,Greeting
ต้องไปให้ถึง,ရောက်အောင်သွားရမယ်။,5500,Ready,Daily
ถ ถุง,အိတ်,13800,Ready,Consonant
ถนน,လမ်း,300,Ready,Place
ถอดหมวก,ဦးထုပ်ကိုချွတ်ပါ။,1000,Ready,Daily
ถอดเสื้อออกไปแล้ว,အင်္ကျီချွတ်တယ်,1100,Queue,18+
ถักเปีย,ကျစ်ဆံမြီး,800,Queue,Action
ถังขยะ,အမှိုက်ပုံး,500,Queue,Object
ถั่วงอก,ပဲပင်ပေါက်,2000,Queue,Food
ถึง10:00น,၁၀ နာရီအထိ,500,Ready,Time
ถุงพลาสติก,ပလက်စတစ်အိတ်,400,Ready,Object
ถุงเท้า,ခြေအိတ်,3100,Ready,Clothing
ถู,ပွတ်သပ်သည်,1500,Queue,Action
ถูกต้อง,မှန်,500,Queue,Adjective
ถูกะทะ,ဒယ််ကိုပွတ်တိုက်သည်,1000,Queue,Action
ถูเบาเบา,သာသာပွတ်,1000,Queue,Action
ถ่ายรูป,ဓာတ်ပုံရိုက်သည်,0,Queue,Leisure
ถ้วย,ခွက်,2500,Queue,Object
ถ้าปล่อยคืนนี้ผ่านไป,ဒီညကိုကျော်လွန်သွားခဲ့ကြရင်,1600,Queue,Song
ถ้ำ,အရှင်ဘုရား,500,Ready,Title
ท ทหาร,စစ်သား,9760,Ready,Consonant
ทดสอบความแน่น,တင်းကျပ်မှုစမ်းသပ်,2000,Queue,18+
ทรงพระเจริญ,ဘုရင်ကြီး သက်တော်ရှည်ပါစေ,2500,Queue,General
ทอง,ရွှေ,500,Queue,Object
ทอด,အကျွတ်ကြော်,800,Queue,Food
ทะเลสาบ,ရေကန်,3000,Ready,Place
ทักษิณชินวัตร,သက်ဆင်,700,Queue,Politics
ทันตแพทย์,သွားဆရာဝန်,4000,Queue,Job
ทั้งการเมือง,နိုင်ငံရေးရော,3400,Queue,Politics
ทั้งหมดหรือจ่ายแยก,ပေါင်းရှင်း သို့ ခွဲရှင်း,3600,Ready,Question
ทางด่วน,အမြန်လမ်း,2500,Queue,Driving
ทางม้าลาย,လူကူးမျဥ်းကျား,1300,Queue,General
ทางรถยนต์,ကားဖြင့်,500,Queue,General
ทางเท้า,ပလက်ဖောင်း,5000,Queue,Place
ทางแยก,လမ််းဆုံ,2500,Queue,Driving
ทางแยกฟ้าฮ่าม,ဖာဟမ်လမ်းဆုံ,500,Ready,Location
ทายาสีดํา,ဆေးအမည်းကိုလိမ်း,500,Queue,Health
ทำการบ้านแล้วก็เข้านอนครับ,အိမ်စာလုပ်ပြီး အိပ်ရာဝင်တယ်,600,Queue,General
ทำกำไร,အမြတ်ထုတ်ပါ။,1000,Queue,Money
ทำงานหนัก,ကြိုးစားသည်,300,Ready,General
ทำงานอยู่,အလုပ်လုပ်နေတယ်,4500,Ready,Job
ทำจำเจ,ပျင်းစရာကောင်းအောင်လုပ်သည်,600,Queue,Action
ทำหายอยู่,လိုက်ရှာနေတာ,6700,Ready,General
ทำอะไรอยู่,ဘာလုပ်နေတာလဲ,7000,Ready,Daily
ทำอาหาร,အစားအစာချက်ပြုတ်သည်,0,Queue,Leisure
ทำอาหารเป็นงานอดิเรกที่ดี,အစားအစာချက်ပြုတ်တာ ကောင်းတဲ့ ဝါသနာတစ်ခုပါ,0,Queue,Leisure
ทำไม,ဘာကြောင့်လဲ,1800,Queue,General
ทำไมคุณเศร้า,ဘာလို့ဝမ်းနည်းလဲ,2500,Queue,General
ทำไมดีขนาดนี้,ဘာလို့ ဒီလောက်ကောင်းရတာလဲ,1000,Queue,18+
ทิชชู่,တစ်ရှူး,400,Ready,Object
ทีม,အသင်း,200,Queue,Sport
ทีมของฉันฝึกซ้อมทุกวัน,ကျွန်တော့်အသင်း နေ့တိုင်း လေ့ကျင့်တယ်,0,Queue,Sport
ที่จอดรถอยู่ที่ไหน,ကားပါကင်ဘယ်မှာလဲ,2500,Ready,Daily
ที่จะต้องพูดมา,ဒါပဲပြောရမယ်,1000,Queue,Song
ที่จะสอน,သင်ကြားသည်,1500,Queue,General
ที่นั่นหรือที่โน่น,ဟိုမှာ သို့ ဟိုးမှာ,500,Queue,Direction
ที่นี่30บาท,ဘတ် ၃၀ ဒီမှာပါ ကျေးဇူး,500,Queue,General
ที่นี่ขอบคุณนะครับ,ဒီမှာပါ ကျေးဇူး,500,Queue,General
ที่พักของเรามีสระว่ายน้ำ,ကျနော်တို့အိမ်ရာမှာ ရေကူးကန်ရှိတယ်။,2500,Queue,Place
ที่มีโอกาสได้คุย,ပြောခွင့်ရတယ်,1500,Ready,General
ที่รัก,အချစ်ရေ,800,Queue,Emotion
ที่วางหนังสือ,စာအုပ်စင်,2200,Queue,Object
ที่สอง,၂ ခုမြောက်,200,Ready,Measurement
ที่สาม,၃ ခုမြောက်,200,Ready,Measurement
ที่สิบ,၁၀ ခုမြောက်,200,Ready,Measurement
ที่สี่,၄ ခုမြောက်,200,Ready,Measurement
ที่สุดในโลก,ကမ္ဘာပေါ်မှာ  ဆုံး,500,Queue,General
ที่หก,၆ ခု မြောက်,200,Ready,Measurement
ที่หนึ่ง,၅ ခုမြောက်,200,Ready,Measurement
ที่ห้า,၅ ခုမြောက်,200,Ready,Measurement
ที่อังกฤษเวลานี้เป็นฤดูอะไรครับ,ဒီအချိန် အင်္ဂလန်မှာ ဘယ်ရာသီလဲ။,200,Ready,Weather
ที่อเมริกามีกี่ฤดูครับ,အမေရိကမှာ ရာသီဥတုဘယ်နှမျိုးရှိလဲ။,600,Queue,Weather
ที่เก้า,၉ ခုမြောက်,200,Ready,Measurement
ที่เจ็ด,၇ ခုမြောက်,200,Ready,Measurement
ที่เมืองไทยฝนตกมากฤดูไหนครับ,ထိုင်းနိုင်ငံမှာ ဘယ်ရာသီမိုးရွာသလဲ။,600,Queue,Weather
ที่แปด,၈ ခုမြောက်,200,Ready,Measurement
ที่แล้ว,တုန်းက,800,Queue,Time
ที่ไหน,ဘယ်မှာလဲ,20,Ready,General
ที่ไหนคุณอยู่,ခင်ဗျားဘယ်မှာလဲ,3200,Queue,General
ทุกวัน,နေ့တိုင်း,1700,Queue,Time
ทุเรียน,ဒူးရင်း,10,Ready,Nature
ทุ่ม,နာရီီထိုး(ညဖက်),500,Queue,Time
ท่องจำคำศัพท์ทุกวัน,နေ့တိုင်းစာကျက်တယ်,1300,Ready,Study
ท่าน,လူကြီးမင်း,8500,Ready,Pronoun
ท่านี้เข้าลึกมาก,ဒီပုံစံက တဆုံး*တယ်။,1000,Queue,18+
ท่าศาลา,သဲဆာလား,1500,Ready,Place
ท่าเทียบเรือ,ဆိပ်ခံတံတား,1100,Queue,Place
ท้องทะเลท้องฟ้ามีเพียงแค่เราท่ามกลางหาดทรายขาว,ပင်လယ်ကောင်းကင်ကြီးနဲ့ သဲဖြူဖြူသောင်ပြင်ကြားမှာ ကိုယ်တို့ပဲရှိကြတယ်,1000,Queue,Song
ท้องฟ้าและเมฆ,ကောင်းကင်နဲ့ တိမ်,2100,Queue,Nature
ท้องเสีย,ဝမ်းသွားသည်,500,Ready,Health
ทํานา,လယ်လုပ်သည်,1000,Queue,Action
ธ ธง,အလံ,17300,Ready,Consonant
ธนาคาร,ဘဏ်,2645,Queue,Place
ธรรมดา,ပုံမှန်ပွဲ,1000,Queue,Food
ธันวาคม,ဒီဇင်ဘာ,6400,Queue,Calendar
ธุรกิจ,စီးပွားရေးလုပ်ငန်း,1300,Queue,Job
น หนู,ကြွက်,11300,Ready,Consonant
นก,ငှက်,600,Ready,Animal
นมสวยมากกำลังดี,အရမ်းလှတဲ့ ရင်သားလေးပဲ မိုက်နေပြီ,500,Queue,Body
นวดไทย,ထိုင်းအနှိပ်ခန်း,1000,Queue,Health
นอนและตื่น,အိပ်နဲ့ ထ,10000,Queue,Action
นักกีฬา,အားကစားသမား,10,Ready,Sport
นักข่าว,ဂျာနယ်လစ်,300,Ready,Job
นักร้อง,အဆိုတော်,3000,Queue,Music
นักศึกษาชายชอบดื่มเบียร์และเหล้า,ကျောင်းသားတွေက အရက်နဲ့ ဘီယာကြိုက်ကြတယ်,250,Ready,General
นักเรียน,ကျောင်းသား,1000,Queue,Job
นั่งมิดโคนเลย,အဆုံးပဲ *မ,3000,Queue,18+
นั่งสมาธิ,တရားထိုင်သည်,0,Queue,Religion
นั่งหรือยืน,ထိုင် သို့ ထ,5500,Queue,Action
นางพญาเสือโคร่ง,ထိုင်းချယ်ရီပန်း,2000,Queue,Nature
นาดํา,(အမည်းရောင်) လယ်ကွင်း,500,Ready,School
นาที,မိနစ်,500,Ready,Time
นาน,ကြာသည်,1000,Ready,Time
นามสกุล,နာမည်နောက်ဆုံးစာလုံး,6000,Ready,Greeting
นายกรัฐมนตรี,ဝန်ကြီးချုပ်,2800,Queue,Politics
นาฬิกา,နာရီ,300,Ready,Object
นาและข้าว,လယ် နဲ့ စပါး,600,Queue,Nature
นำไป,ယူသွားသည်,1500,Queue,Action
นิมนต์,ကြွပါဘုရား,700,Queue,Religion
นิยายมากที่สุด,ဝတ္ထုတွေ(အကြိုက်)ဆုံး,2200,Queue,General
นิ่ม,ကိုရင်ဘုရား,500,Ready,Title
นี่คือพาสปอร์ตเล่มใหม่ครับ,ဒါ ပတ်စ်ပို့အသစ်ပါ။,800,Queue,Daily
นี่เป็นครั้งแรกของผม,ဒါကျနော့်ပထမဆုံးအကြိမ်ပါ,2800,Queue,General
นี่ใบอะไรครับ?,ဒါဘာအရွက်လဲ,500,Queue,General
น่ารัก,ချစ်စရာကောင်းသော,800,Queue,Adjective
น่ารักจัง,အရမ်းချစ်ဖို့ကောင်းသော,800,Queue,Adjective
น่าเบื่อมาก,ပျင်းစရာကြီး,16500,Ready,Emotion
น้องครางหนักมาก,ကောင်မလေးက အရမ်းအော်တယ်,1100,Queue,18+
น้องชายและน้องสาว,ညီနဲ့ ညီမ,400,Ready,Family
น้อยหรือมาก,နည်း သို့ များသော,400,Ready,Adjective
น้าและลุง,ဦးကြီးနဲ့ ဦးလေး (အမေ့ဖက်),600,Ready,Family
น้ำจิ้ม,အချဉ်ရည်,2000,Queue,Food
น้ำซุป,ဟင်းရည်,6000,Ready,Food
น้ำตาล,သကြား,300,Ready,Ingredient
น้ำตาลสองช้อนและครีมสองช้อน,သကြား ၂ ဇွန်းနဲ့ ခရမ် ၂ ခွန်းထည့်ပါ,250,Ready,Food
น้ำนม,နို့,3000,Queue,Food
น้ำปลา,ငံပြာရည်,5000,Ready,Food
น้ำผลไม้ปั่น,သစ်သီးမစ်ရှိတ်,300,Ready,Drink
น้ำพริกนุ่ม,ငရုပ်သီးစိမ်းထောင်း,1000,Queue,Food
