thai,burmese,count,status
อี.,ดี ဒီ - ကောင်းကောင်း,5500,Queue
อึ.,ฝึก ဖုf(က်) - လေ့ကျင့်သည်,6000,Queue
อื.,คืน (ခူ-န်) ည,5500,Queue
อือ.,มือ မူး- - လက်,5500,Queue
อุ.,จุด ကျု့ထ် - အစက်,5500,Queue
อู.,ลูก လူး-က် - ကလေး ,6000,Queue
เอะ.,"เอะอะ အေ့အ, - ပူပန်ခြင်း",6000,Queue
เอ็.,เอ็นดู အေယ်န်ဒူး - ချစ်စရာကောင်းသော,6000,Queue
เอ.,เอกสาร အေးကဆန် - စာရွက်စာတမ်း,5500,Queue
แอะ.,และ လက် - နှင့်,5500,Queue
แอ็.,แอ็คชั่น - အယ်ချင်န်,5500,Queue
แอ.,แข่ง ခယ်း--န် - ပြိုင်ပွဲ,6000,Queue
โอะ.,โต๊ะ သို့ - စားပွဲ,5500,Queue
โอ.,โชค ချိုးဒ် - လာဘ်,6000,Queue
เอาะ.,เอาะ အော့ - လာပါ,5500,Queue
อ็อ.,อ็องรี - အောယ်နရီ,5500,Queue
ออ.,พ่อ ဖော- - အဖေ,5500,Queue
อ็.,ก็ ကော-ယ် - လည်းပဲ,5500,Queue
เออะ.,เยอะ ယဲ့ယ် - အများအပြား,5500,Queue
เออ.,เธอ ထယ်း - မ နာမ်စား,5500,Queue
เอิ.,เดิน ဒိါန်း - လျှောက်သည်,5500,Queue
เอียะ.,ปอเปี๊ยะ ပေါ်ပီးယ - ကော်ပြန့်,5500,Queue
เอีย.,เมีย မီးယား - ဇနီး,5500,Queue
เอือะ.,မရှိ,5500,Queue
เอือ.,เรือ ရူးrယျား - လှေ,5500,Queue
อัวะ.,ဝ - ငါ (တရုတ်စကား),5500,Queue
อัว.,ตัว သူး(ဝါး) - ခန္ဓာကိုယ်,6000,Queue
อว.,กวน ကိုာန် - မွှေသည်,6000,Queue
อิว.,หิว ဟိ-(ဝူ) - ဆာသည်,5500,Queue
เอ็ว.,เร็ว ရဲ(ဝူ) - မြန်သည်,5500,Queue
เอว.,เอว အေး(ဝို) - ခါး,6500,Queue
แอว.,แมว မယ်း(ဝ်) ကြောင်,6500,Queue
เอา.,เรา (ရောင်းrဝ်) ငါတို့,5500,Queue
อาว.,ขาว ခါ(ဝ်) အဖြူ,5500,Queue
เอียว.,เขียว (ခိယို(ဝ်)) အစိမ်း,5500,Queue
อัย.,วัยรุ่น ဝိုင်းယ်ရွုန်း - ဆယ်ကျော်သက်,6000,Queue
ใอ.,ใจ ကျိုင်းအ် - စိတ်,5500,Queue
ไอ.,ไม่ မိုင်အ် - အငြင်းဝါကျ,5500,Queue
ไอย.,ไทย ထိုင်း(ယ်) - ထိုင်း,5500,Queue
อาย.,อาย အိုာင်းယ် - ရှက်သည်,5500,Queue
อ็อย.,อ็อย အွိုင်း(ယ်) - ဆီ (အင်္ဂလိပ်မွေးစား),5500,Queue
ออย.,ลอย လွေိုင်းယ် - မျောသည်,6500,Queue
โอย.,โดย ဒိုးဝ်ယ် - အားဖြင့်,5500,Queue
อุย.,คุย ခူးယ် - ပြောသည်,6500,Queue
เอย.,เคย ခေး(ယ်) အမြဲတမ်း,5500,Queue
อวย.,สวย ဆို(ဝေယ်) - လှပသည်,5500,Queue
เอือย.,เอือย အူး(ဝေးယ်) - ပျင်းသည်,5500,Queue
อำ.,ทำ (ထမ်) - လုပ်သည်,5500,Queue
ฤ.,ฤดู ရစ်rဒူ - ဥတု,5500,Queue
ฤา.,ฤา ရူr - သို့မဟုတ်,5500,Queue
ฦ.,ฦทธิ์ လက်ရစ်r - အစွမ်း,6500,Queue
ฦา.,ฦาชา လာချာ - ဘုရင်,5500,Queue
อํ.,ปุริสํ ပူရိဆံ - ဆီး,5500,Queue
อ์.,จอห์น ကျွေန်,5500,Queue
บวก.,အပေါင်းလက္ခဏာ (+),500,Queue
สีทาลา.,color for the donkey,1200,Queue
งูมีจอ.,snake has the screen,1200,Queue
จอดูนา.,dog see the field,1200,Queue
อาพามา.,uncle brings me,1200,Queue
ดูกาชา.,look at the tea pot,1200,Queue
แน่นอน.,ဒါပေါ့,3000,Queue
อื่น.,နောက်တစ်ခု,100,Queue
แต่.,ဒါပေမယ့်,500,Queue
และก็.,နောက်ပြီးတော့,500,Queue
และ.,နှင့်,500,Queue
เลย.,လုံးဝ,500,Queue
เพราะ.,အဘယ်ကြောင့်ဆိုသော်,2500,Queue
ผมขอเข้าไปได้ไหม.,ဝင်ခွင့်ပြုပါ,1300,Queue
ผมชอบว่ายน้ำ.,ရေကူးရတာကြိုက်တယ်,1500,Queue
ผมว่ายน้ำทุกวัน.,ရေနေ့တိုင်းကူးတယ်,500,Queue
ยกเว้นวันนี้ กูไม่ว่าง.,ဒီနေ့ကလွဲရင် ကျွန်တော် အလုပ်ရှုပ်တယ်။,d,Queue
หนึ่ง .,လဲ့နင်,2500,Queue
สอง.,လဲ့ဆောင်,2500,Queue
สาม .,လဲ့ဆာမ်,2500,Queue
สี่ .,လဲ့ဆီ,2500,Queue
ห้า .,လဲ့ဟ,2500,Queue
หก .,လဲ့ဟွတ်,2500,Queue
เจ็ด .,လဲ့ကျတ်,2500,Queue
แปด .,လဲ့ပတ်,2500,Queue
เก้า .,လဲ့ကောင့်း,2500,Queue
สิบ .,လဲ့ဆစ်ပ်,2500,Queue
สิบ-เอ็ด .,လဲ့ဆစ်ပ်အက်,2500,Queue
สิบสอง .,လဲ့ဆစ်ပ်အောင်,10,Queue
สิบสาม .,လဲ့ဆစ်ပ်ဆာမ်,10,Queue
สิบห้า .,လဲ့ဆစ်ပ်ဆီ,10,Queue
สิบห้า .,လဲ့ဆစ်ပ်ဟ,10,Queue
สิบหก .,လဲ့ဆစ်ပ်ဟွတ်,10,Queue
สิบเจ็ด .,လဲ့ဆစ်ပ်ကျတ်,10,Queue
สิบแปด .,လဲ့ဆစ်ပ်ပတ်,10,Queue
สิบเก้า .,လဲ့ဆစ်ပ်ကောင့်း,10,Queue
ยี่-สิบ .,လဲ့ယိဆစ်ပ်,2500,Queue
หัวหน้าห้อง.,အတန်းခေါင်းဆောင်,2000,Queue
ชั้น.,အလွှာ,10,Queue
มกราคม.,ဇန်နဝါရီ,6400,Queue
กุมภาพันธ์.,ဖေဖော်ဝါရီ,6400,Queue
มีนาคม.,မတ်,6400,Queue
เมษายน.,ဧပြီ,6400,Queue
พฤษภาคม.,မေ,6400,Queue
มิถุนายน.,ဇွန်,6400,Queue
กรกฎาคม.,ဇူလိုင်,6400,Queue
สิงหาคม.,သြဂုတ်,6400,Queue
กันยายน.,စက်တင်ဘာ,6400,Queue
ตุลาคม.,အောက်တိုဘာ,6400,Queue
พฤศจิกายน.,နိုဝင်ဘာ,6400,Queue
ธันวาคม.,ဒီဇင်ဘာ,6400,Queue
สนามบิน.,လေဆိပ်,1000,Queue
สระว่ายน้ำ.,ရေကူးကန်,2000,Queue
ม้านั่ง.,ခုံတန်းလျား,7000,Queue
คุณสามารถนั่งบนม้านั่งตัวนี้ได้.,ဒီခုံမှာထိုင်နိုင်ပါတယ်။,1300,Queue
ทะเลสาบ.,ရေကန်,3000,Queue
น้ำนม.,နို့,3000,Queue
พัดลม.,ပန်ကာ,4500,Queue
เตียง.,အိပ်ရာ,2000,Queue
เข็มขัด.,ခါးပတ်,2500,Queue
ลำโพง.,စပီကာ,2500,Queue
หมอน.,ခေါင်းအုံး,2000,Queue
ผ้าห่ม.,စောင်,1500,Queue
ต้องการผ้าห่ม.,စောင်တထည်လိုတယ်,1500,Queue
ตู้เสื้อผ้า.,ဗီဒို,3800,Queue
ถ้วย.,ခွက်,2500,Queue
ทันตแพทย์.,သွားဆရာဝန်,4000,Queue
คลินิกทันตกรรม.,သွားဆေးခန်း,2500,Queue
ศีรษะ.,ခေါင်း,1000,Queue
หมวก.,ဦးထုပ်,3000,Queue
สัก.,တက်တူး,1000,Queue
อยากสักรูปสิงโตที่หลัง.,နောက်ကျောမှာ ခြင်္သေ့ပုံတက်တူးထိုးချင်တယ်။,1000,Queue
รองเท้าผ้าใบ.,စနိကာ,3000,Queue
กระดาน.,သင်ပုန်း,2500,Queue
เก่า หรือใหม่.,အဟောင်း သို့ အသစ်,3600,Queue
นี่คือพาสปอร์ตเล่มใหม่ครับ.,ဒါ ပတ်စ်ပို့အသစ်ပါ။,800,Queue
ด่วน.,သတိ,500,Queue
วันเกิดของผมคือวันที่ ๒๙ มกราคม พ.ศ. ๒๕๓๐.,ကျနော့်မွေးနေက ၂၉ ရက်နေ့ ဇန်နဝါရီ (ဗုဒ္ဓနှစ်)၂၅၃၀,300,Queue
ลีลาวดี ลั่นทม.,တရုတ်စကားပန်း,500,Queue
รวบแล้ว.,ဖမ်းနေပြီ။,500,Queue
ไม่แพง.,ဈေးမကြီးဘူး,1000,Queue
ค่อนข้างถูก.,တန်တယ်,3100,Queue
ใหญ่ หรือ เล็ก.,ကြီး သို့ သေးသော,3100,Queue
เนื้อเปื่อย.,အမဲသားပေါင်း,500,Queue
สูง หรือ เตี้ย.,ရှည်သော သို့ တိုသော (အမြင့်),3500,Queue
ยาว และ สั้น.,ရှည် နှင့် တိုသော (အကုန်သုံး),1500,Queue
บางอันยาว บางอันสั้น.,တချို့က ရှည်တယ်၊ တချို့က တိုတယ်။,2500,Queue
น้อยหรือมาก.,နည်း သို့ များသော,300,Queue
กว้าง หรือ แคบ.,ကျယ် သို့ ကျဥ်းသော,4400,Queue
สูง และ แข็งแรง.,အရပ်ရှည်ပြီး သန်မာတယ်,3700,Queue
สูงกว่าผม.,ကျနော့်ထက်ရှည်တယ်,800,Queue
เตี้ยกว่าผม.,ကျနော့်ထက်ပုတယ်,800,Queue
อายุมากกว่าผม.,ကျနော့်ထက်ကြီးတယ်,1000,Queue
อายุน้อยกว่าผม.,ကျနော့်ထက််ငယ်တယ်,800,Queue
ยางรัด.,သားရေကွင်း,1500,Queue
ลายมือชื่อ.,လက်မှတ်,3100,Queue
สำนักงาน.,ရုံး,2500,Queue
เปิด หรือ ปิด.,ဖွင့်သော သို့ ပိတ်သော,4000,Queue
ร้อน หรือ เย็น.,ပူသော သို့ အေးသော,2000,Queue
หวาน หรือ เปรี้ยว.,ချိုသော သို့ ချဥ်သော,2000,Queue
ทางเท้า.,ပလက်ဖောင်း,5000,Queue
ช้าหรือเร็ว.,အနှေး သို့ အမြန်,8000,Queue
มะพร้าว.,အုန်းသီး,3000,Queue
ท้องฟ้าและเมฆ.,ကောင်းကင်နဲ့ တိမ်,2100,Queue
แม่น้ำและดอกไม้.,ပန်းနဲ့ မြစ်,2500,Queue
สว่าง หรือ มืด.,အလင်း သို့ အမှောင်,4000,Queue
หนัก หรือ เบา.,အလေး သို့ အပေါ့,5700,Queue
ดัง หรือ เงียบ.,အကျယ် သို့ အတိုး,4000,Queue
นั่ง หรือ ยืน.,ထိုင် သို့ ထ,5500,Queue
เดินหรือวิ่ง.,လျှောက် သို့ ပြေး,7500,Queue
ป่าและน้ำตก.,တောနှင့် ရေတံခွန်,1000,Queue
เหนื่อยแต่มีความสุข.,ပင်ပန်း ပေမယ့် ပျော်တယ်,1500,Queue
มะม่วงหรือสับปะรด.,သရက်သီး သို့မဟုတ် နာနတ်သီး,1000,Queue
กล้วย.,ငှက်ပျောသီး,3000,Queue
ต้นกล้วย.,ငှက်ပျောပင်,500,Queue
ต้นสน.,ထင်းရှူးပင်,1000,Queue
เขาจาม.,နှာချေသည်,2000,Queue
ผมจามตลอดเวลา.,ကျနော်တစ်ချိန်လုံး နှာချေတယ်။,1500,Queue
ผมคิดตลอดเวลา.,ကျနော်တချိန်လုံးစဉ်းစားတယ်,1500,Queue
เขาหิวตลอดเวลา.,သူတချိန်လုံး ဗိုက်ဆာနေတယ်။,300,Queue
เจ้าของบ้าน.,အိမ်ရှင်,500,Queue
ไกล้หมดอายุแล้ว.,သက်တမ်းကုန်တော့မယ်,500,Queue
ค่าประกัน.,စပေါ်,2500,Queue
ค่ามัดจำ.,စရံ,3500,Queue
หัวล้าน.,ကတုံး,2500,Queue
ไข่ต้ม.,ဥပြုတ်,2000,Queue
ไข่ดาว.,ဟက်ဘွိုင်,2000,Queue
ไข่เจียว.,အချပ်ကြော်,2000,Queue
ไข่คน.,မွှေကြော်,5000,Queue
เปิดพัดลม.,ပန်ကာကိုဖွင့်ပါ,1000,Queue
วัดพุทธ.,ဘုရားတန်ဆောင်း,1500,Queue
อ่างเก็บน้ำอันคะเว่อ.,အန်ခရော ရေလှောင်တမံ,3000,Queue
อาราม.,ဘုန်းကြီးကျောင်း,1000,Queue
ยาสีฟันและแปรงสีฟัน.,သွားတိုက်ဆေးနှင့် သွားပွတ်တံ,2000,Queue
โรงพยาบาล.,ဆေးရုံ ,1000,Queue
โรงแรม.,ဟိုတယ်,1000,Queue
ห้องเรียน.,စာသင်ခန်း,1000,Queue
นักเรียน.,ကျောင်းသား,1000,Queue
พยัญชนะสะกด.,Final Consonants,1000,Queue
ไม้ไผ่.,ဝါးပင်,3000,Queue
ดอกทานตะวัน.,နေကြာပန်း,4500,Queue
แกงหมู.,ဝက်သားဟင်း,500,Queue
คลังเก็บเอกสารสำคัญ.,မော်ကွန်း,1000,Queue
ไป กรุงเทพฯ เมื่อวานนี้.,မနေ့က ဘန်ကောက်ကို သွားခဲ့တယ်,1000,Queue
กิน ข้าว ผัด เมื่อเช้า.,ဒီမနက်ထမင်းကြော်စားခဲ့တယ်,1000,Queue
ดื่ม น้ำ ผลไม้ เมื่อบ่าย.,နေ့ခင်းဘက် သစ်သီးဖျော်ရည်သောက်တယ်။,500,Queue
ผมนอนหลับเมื่อคืน.,မနေ့ညက ကောင်းကောင်းအိပ်တယ်။,2000,Queue
ผมนั่งรถเมล์ เมื่อวาน.,မနေ့က ဘတ်စ်ကားစီးတယ်။,1000,Queue
ผมยืนรอเพื่อนเมื่อเช้า.,ဒီမနက် သူငယ်ချင်းကို ရပ်စောင့်နေတယ်။,1000,Queue
ผมพูดภาษาไทยไม่เก่งเมื่อก่อน.,ထိုင်းစကား ကောင်းကောင်း မပြောတတ်ဘူး။,500,Queue
ผมฟังเพลงเมื่อคืน.,မနေ့ညက သီချင်းနားထောင်တယ်။,500,Queue
ผมทำงานเสร็จเมื่อวาน.,မနေ့က ငါအလုပ်ပြီးတယ်။,500,Queue
ผมชอบกินไอศกรีมเมื่อก่อน.,ရေခဲမုန့်စားရတာ ကြိုက်တယ်။,500,Queue
หนึ่งลาเต้ร้อนคับ.,"One hot latte, please.",1000,Queue
กิน และ ดื่ม.,စားဖို့နဲ့ သောက်ဖို့,10400,Queue
นอน และ ตื่น.,အိပ်နဲ့ ထ,10000,Queue
รายการสิ่งที่ต้องทำ.,လုပ်ရန်စာရင်း,1700,Queue
ส้มและองุ่น.,လိမ္မော်သီးနဲ့ စပျစ်သီး,1300,Queue
บทที่.,အခန်း (သင်ခန်းစာ),2500,Queue
รถ หรือ จักรยาน.,ကား သို့ စက်ဘီး,1000,Queue
ออกกําลังกายมากขึ้น.,အားကစားများများလုပ်ပါ,2000,Queue
มานีมีตา.,မာနီမှာ မျက်လုံးရှိတယ်,500,Queue
กา มี ตา.,ကျီးမှာ မျက်လုံးရှိတယ်,500,Queue
อามีตา.,ဦးလေးမှာ မျက်လုံးရှိတယ်,500,Queue
แบบฝึก.,လေ့ကျင့်ခန်း,1000,Queue
ให้อ่านว่า.,ဒီလိုလေးဖတ်ကြစို့,1000,Queue
กินกันเถอะ.,အတူစားကြစို့,1500,Queue
มาและไป.,လာ နဲ့ သွား,1000,Queue
มือและขา.,လက် နဲ့ ခြေ,1000,Queue
ให้และเอา.,ပေး နဲ့ ယူ,2000,Queue
นาและข้าว.,လယ် နဲ့ စပါး,600,Queue
หูและปาก.,နားနဲ့ ပါးစပ်,1000,Queue
ตี และ ขีด.,ရိုက်ပြီး ခြစ်တယ်။,1500,Queue
ปูและกุ้ง.,ဂဏန်းနဲ့ ပုဇွန်,500,Queue
เหล้าและน้ำเปล่า.,အရက်နဲ့ ရေ,500,Queue
หาและพา.,ရှာပြီးယူပါ။,1000,Queue
ปา.,(အမှိုက်)ပစ်သည်,500,Queue
อย่าปาขยะ.,အမှိုက်မပစ်ရ။,1500,Queue
ตาปู.,ဂဏန်းမျက်လုံး/ အချွန်,500,Queue
ปูนา.,လယ််ဂဏန်း,500,Queue
หูตา.,နား၊ မျက်လုံး,500,Queue
ตีตาปู.,ဂဏန်းရဲ့မျက်လုံးကို ပုတ်တယ်/ သံရိုက်တယ်,500,Queue
สบู่ และ แชมพู.,ဆပ်ပြာနဲ့ ခေါင်းလျှော်ရည်,500,Queue
มีปูนามา.,ဂဏန်းလာနေတာရှိတယ်,500,Queue
รูปู.,ဂဏန်းကျင်း,1000,Queue
ลมและฝน.,လေနဲ့ မိုး,1400,Queue
เบาหรือดัง.,တိုးတိုး သို့ ကျယ်ကျယ်,1800,Queue
ตาโต.,မျက်လုံးကြီး,1000,Queue
โมโห.,ဒေါသထွက်သော,1000,Queue
กากี.,ကာကီရောင်,500,Queue
อีกา.,ကျီီး,1500,Queue
อารี.,စိတ်ကောင်းရှိသော,1500,Queue
มีโมโห.,ဒေါသရှိတယ်,500,Queue
โตตาดี.,မျက်လုံးကြီီးကောင်း,500,Queue
มีหูมีตา.,နား၊ မျက်လုံးရှိတယ်,500,Queue
สีเทา.,မီးခိုးရောင်,500,Queue
ชูใจ.,အားတင်းသည်,2500,Queue
ดีใจ.,ပျော်ရွှင်သည်,2000,Queue
มีใจ.,ခံစားသည်,1500,Queue
คู่ใจ.,ချစ်သူ,3500,Queue
มีในใจ.,စိတ်ထဲမှာရှိတယ်,1500,Queue
เอาใจ.,ဂရုစိုက်သည်,1000,Queue
เอาใจเขา .,သူ့ကိုဂရုစိုက်ပေးသည်,500,Queue
ดูใจ.,(အတွင်း)စိတ်ကိုကြည့်,500,Queue
เอาใจเรา.,ငါ့တို့ကို ဂရုစိုက်ပါ,1000,Queue
ใจดํา.,အနက်ရောင်နှလုံးသား,500,Queue
ใจดี.,ကြင်နာသည်,300,Queue
ก็.,လည်းပဲ,500,Queue
ไวไว.,မြန်မြန်,500,Queue
ชาดี.,လက်ဖက်ရည်ကောင်းတယ်,500,Queue
สีใด.,ဘာရောင်လဲ,500,Queue
ใสดี.,ကြည်ကြည်ကောင်းကောင်း,500,Queue
พาไป.,ယူဆောင်သွားသည်,500,Queue
ไปปีใด.,ဘယ်နှစ််ကိုသွားလဲ,1000,Queue
ไปที่ไร.,ဘယ်သွားလဲ,500,Queue
สีใสใส.,ကြည််ကြည်လေး,500,Queue
พาไปที่.,...နေရာကိုယူသွားတယ်,500,Queue
ถู.,ပွတ်သပ်သည်,1500,Queue
ไต.,ကျောက်ကပ်,1000,Queue
เตา.,မီးဖို,500,Queue
แตงโม และ ลําไย.,ဖရဲသီးနဲ့ လေချူသီး,1000,Queue
เมา.,အရက်မူးသည်,1000,Queue
ขี.,မစင်,500,Queue
โข.,အလွန်,500,Queue
เขาแก่โขแล้ว.,သူက အသက်အရမ်းကြီးတယ်။,1000,Queue
สายหรือเร็ว.,နောက်ကျ သို့ စောသော,2500,Queue
จะปะ.,သွားမလား,500,Queue
จะไป.,သွားမယ်,500,Queue
จะดู .,ကြည့်မယ်,500,Queue
ชะนี.,မျောက်လွှဲကျော်,1500,Queue
หาเหา.,ခြများကိုရှာပါ။,1000,Queue
ในเตา.,မီးဖိုအထဲမှာ,1500,Queue
มีเงา.,အရိပ်ရှိသည်,1000,Queue
ร้านอะไหล่มอไซค์.,ဆိုင်ကယ်အပိုပစ္စည်းဆိုင်,500,Queue
เสาโต.,တိုင်အကြီး,1500,Queue
ถูกะทะ.,ဒယ််ကိုပွတ်တိုက်သည်,1000,Queue
เถามะระ.,ကြက်ဟင််းခါးနွယ်,1500,Queue
เอาจะไอ.,ချောင်းဆိုးဦးမယ်,1000,Queue
เขาไถนา.,ထွန်ရေးလယ်,2500,Queue
ไถไปไวไว.,မြန်မြန်ထွန်,1500,Queue
เอาขาถู.,ခြေကိုပွတ်,1000,Queue
เดาดูที่.,ဘယ်မှာလဲ ခန့်မှန်းကြည့်,1000,Queue
หาเสามา.,တိုင်ရှာသွား,1000,Queue
ในนาเรา.,တို့လယ်မှာ,500,Queue
สีเทาเทา.,မွဲမွဲလေး,500,Queue
เกาไวไว.,မြန်မြန်ကုတ်,1000,Queue
ในรูงู.,မြွေကျင်းထဲမှာ,500,Queue
เทยา ทายา.,ဆေးလောင်းချသည်/ဆေးလိမ်းသည်,1000,Queue
เอาขาเกา.,ခြေနဲ့ကုတ်သည်,1500,Queue
ตาดํา.,မျက်လုံးနက်,500,Queue
ทํานา.,လယ်လုပ်သည်,1000,Queue
พาไป.,သွားယူသည်,500,Queue
นาที.,မိနစ်,500,Queue
ขําดี.,ရယ်ရသော,1000,Queue
หนังเรื่องนี้ขำดี .,ဒီရုပ်ရှင်က ရယ်ရတယ်,1000,Queue
มีรํา.,ကသည်,1000,Queue
นาดํา.,(အမည်းရောင်) လယ်ကွင်း,500,Queue
จําคํา.,စာလုံးကို မှတ်မိသည်,1000,Queue
จําเจ.,ပျင်းစရာ,1000,Queue
ทําจําเจ.,ပျင်းစရာကောင်းအောင်လုပ်သည်,600,Queue
เกเร.,ဆိုးသွမ်းသော,1000,Queue
เรไร.,ဓါးခုတ်ကောင်,1500,Queue
โมเม.,ထင်မြင်သည်,1500,Queue
เขาชอบโมเมเรื่องที่ไม่จริง.,သူက မမှန်တဲ့ ဇာတ်လမ်းတွေကို ဖန်တီးရတာ ကြိုက်တယ်။,500,Queue
โยเย.,ဂျီကျ,1000,Queue
แฟนผมชอบโยเยเวลางอน.,ကျနော့်ကောင်မလေးက စိတ်ဆိုးတဲ့အခါ ဂျီကျတတ်တယ်။,500,Queue
ชาดํา.,လက်ဖက်ရည်ကြမ်း,1000,Queue
กํายํา.,ခိုင်မာသည်,1000,Queue
เขาเป็นผู้ชายกำยำมาก.,သူက အရမ်းသန်မာတဲ့လူတစ်ယောက်ပါ။,500,Queue
ตํารา.,ကျောင်းသုံးစာအုပ်,1000,Queue
หนังสือ.,စာအုပ်,500,Queue
สมุด.,မှတ်စုစာအုပ်,1000,Queue
ห้องสมุด.,စာကြည့်တိုက်,500,Queue
งาดํา.,နှမ်းနက်,1500,Queue
จําปี.,စကားပန်း,1300,Queue
กําไร.,အကျိုးအမြတ်,1500,Queue
ทํากําไร.,အမြတ်ထုတ်ပါ။,1000,Queue
นําไป.,ယူသွားသည်,1500,Queue
ตะไบ.,တံစည်း,2000,Queue
กาสีดํา.,ကျီးမဲ,500,Queue
รําดีดี.,ကောင်းကောင်းက,1000,Queue
ขากํายํา.,ခြေတောင့်တောင့်,1000,Queue
เทกะทะ.,အိုးထဲကိုလောင်းထည့်သည်,500,Queue
จะทําดี.,ကောင််းတာလုပ်မယ်,500,Queue
ตาสีดํา.,မျက်လုံးနက်,500,Queue
ถูเบาเบา.,သာသာပွတ်,1000,Queue
ดูเขาทํานา.,သူ့လယ်ကိုစစ်,600,Queue
ทายาสีดํา.,ဆေးအမည်းကိုလိမ်း,500,Queue
ง่ายหรือยาก.,လွယ်သို့ ခက်သော,1500,Queue
เคยเป็น.,ဖြစ်ခဲ့သည်,500,Queue
อันนี้ชั่วภาษาไทยเรียกว่าอะไรคับ.,ဒါကို ထိုင်းလိုဘယ်လိုခေါ်,500,Queue
โทรศัพท์.,ဖုန်း,500,Queue
กระดาษ.,စာရွက်,1000,Queue
ยากจน หรือ รวย.,ဆင်းရဲ သို့ ချမ်းသာသော,4500,Queue
หล่อ.,ချောမောသော,500,Queue
กระเทย.,လေဒီဘွိုင်း,10,Queue
ใครเป็นเพื่อนของคุณ.,ဘယ်သူက မင်း သူငယ်ချင်းလဲ,300,Queue
เธอเป็นเพื่อนของผม.,သူမက ကျနော့်သူငယ်ချင်း,300,Queue
ผมไม่รู้คับ.,ကျနော် မသိပါဘူး။,800,Queue
คราวหน้า.,နောက်အကြိမ်,1800,Queue
วันนี้ ฝน ตก.,ဒီနေ့ မိုးရွာတယ်,700,Queue
เมื่อวานลมแรง.,မနေ့က လေတိုက်တယ်,2000,Queue
ตอนเย็นมันก็แวว.,ညနေပိုင်း နေပူတယ်,1500,Queue
พรุ่งนี้จะหนาว.,မနက်ဖြန် အေးလိမ့်မယ်,1500,Queue
เดือนนี้ฝนจะตกหนักมาก.,ဒီီလ မိုးကောင်းမယ်,2000,Queue
